Agreement,Freedom,Happiness
0.06,6,5.3172591633249
0.06,7,6.70017327823764
0.06,8,7.07772732555483
0.06,9,8.19710773634296
0.06,10,7.37619291818151
0.7,1,5.09152733137544
0.7,2,4.76484039643472
0.7,3,6.34859080623893
0.7,4,5.14554677886759
0.7,5,4.95750188496276
0.7,6,4.83379871855074
0.7,7,5.25352657291511
0.7,8,5.48418413547985
0.7,9,5.09126101629312
0.7,10,4.02299465153259
0.06,1,4.89849174394125
0.06,2,3.84764473937966
0.06,3,3.00639710977688
0.06,4,4.17688364972613
0.06,5,5.68634502432843
0.06,6,5.42542678601628
0.06,7,6.21877623946845
0.06,8,7.01521262404427
0.06,9,5.71180292527899
0.06,10,7.50628120324788
0.7,1,5.4359692647627
0.7,2,5.71222830921031
0.7,3,4.67559040663572
0.7,4,5.41312687328136
0.7,5,4.66191513909591
0.7,6,5.32962874460645
0.7,7,6.11877422400461
0.7,8,4.23839592621812
0.7,9,4.87942892147029
0.7,10,4.2159638016178
0.06,1,2.23888922284144
0.06,2,2.8666224677934
0.06,3,4.40035084029071
0.06,4,4.5312589579533
0.06,5,5.02987384739498
0.06,6,6.39184208700559
0.06,7,5.58288217821679
0.06,8,6.81479511207062
0.06,9,7.52003204601504
0.06,10,7.81959361641584
0.7,1,6.25729604684721
0.7,2,4.73523792842392
0.7,3,6.48430881105562
0.7,4,4.41466369100064
0.7,5,4.29171569463689
0.7,6,5.5181864674498
0.7,7,4.73445685055161
0.7,8,4.92207373938803
0.7,9,4.56036700177666
0.7,10,4.57320853314245
0.06,1,2.67579296844628
0.06,2,3.68815621623868
0.06,3,4.4298044813245
0.06,4,4.18729839521387
0.06,5,5.54000136211565
0.06,6,5.13159696293927
0.06,7,5.84496290861821
0.06,8,6.84713351689883
0.06,9,7.09054919248161
0.06,10,7.96508324098514
0.7,1,5.05544206132735
0.7,2,4.77949793522306
0.7,3,5.30804925938128
0.7,4,4.02239086354923
0.7,5,4.75641961879988
0.7,6,4.8383482298755
0.7,7,5.58463537111793
0.7,8,4.7670963667778
0.7,9,4.3517600370462
0.7,10,5.82633072608819
0.06,1,1.84799264153088
0.06,2,2.62892539088189
0.06,3,3.53539498593795
0.06,4,3.53117647397077
0.06,5,5.74218258990274
0.06,6,5.29899928429603
0.06,7,7.0452567456808
0.06,8,6.9664139828482
0.06,9,8.55192897018093
0.06,10,7.69482121932264
0.7,1,5.78724661626004
0.7,2,4.62626384865887
0.7,3,5.51273294436343
0.7,4,5.28028646950805
0.7,5,5.07319910083551
0.7,6,4.65134770689505
0.7,7,3.71207583487486
0.7,8,4.32360258990955
0.7,9,4.04362196737096
0.7,10,4.55222464972728
0.06,1,3.02568840277711
0.06,2,3.398705680903
0.06,3,3.63465662696094
0.06,4,4.65946423877279
0.06,5,5.25495895118159
0.06,6,6.05680409312821
0.06,7,5.73386509825307
0.06,8,6.80228961684003
0.06,9,7.98159434477951
0.06,10,7.41990699827923
0.7,1,6.69183568723258
0.7,2,5.18104139031279
0.7,3,5.39078407411542
0.7,4,5.16698602214803
0.7,5,4.80934643364967
0.7,6,4.33524008006377
0.7,7,3.16197737898167
0.7,8,4.21572301179121
0.7,9,3.85738272632468
0.7,10,4.28010249117436
0.06,1,4.13782145637812
0.06,2,4.00313100460557
0.06,3,5.07501665509942
0.06,4,4.85506087364729
0.06,5,4.92352399878664
0.06,6,5.43842054520834
0.06,7,6.38013881305359
0.06,8,6.75106982172022
0.06,9,5.90995040351666
0.06,10,8.44632558791329
0.7,1,4.97059935377299
0.7,2,4.94346909529588
0.7,3,5.2173336245944
0.7,4,3.78900854201697
0.7,5,5.8081636390363
0.7,6,4.73991863223971
0.7,7,4.10706913207549
0.7,8,4.34757494906608
0.7,9,4.80407387341162
0.7,10,4.26917984263673
0.06,1,3.16122495881595
0.06,2,3.95326310693722
0.06,3,5.02176946308031
0.06,4,4.37558993174946
0.06,5,6.34533763257524
0.06,6,7.12828509936837
0.06,7,6.4698853990891
0.06,8,6.88046746121223
0.06,9,7.4265124133991
0.06,10,7.1714607469652
0.7,1,4.31398642015195
0.7,2,4.70418646093175
0.7,3,4.93439376725036
0.7,4,4.94764826889845
0.7,5,4.01290640270204
0.7,6,4.69808575418608
0.7,7,5.37712190112546
0.7,8,4.48529953142411
0.7,9,4.60406900777972
0.7,10,4.9512054074759
0.06,1,4.46501317141441
0.06,2,4.05085091487014
0.06,3,3.88282084113478
0.06,4,5.2770150506309
0.06,5,5.60649652934542
0.06,6,5.71374710782695
0.06,7,6.36607312587009
0.06,8,7.58140873861692
0.06,9,7.42446612230728
0.06,10,7.0359314092941
0.7,1,4.46129343751773
0.7,2,5.09879591520255
0.7,3,4.79037906011877
0.7,4,4.82023468756026
0.7,5,4.16046210766799
0.7,6,4.33415706512815
0.7,7,4.80123451837022
0.7,8,5.27385008796893
0.7,9,4.17549054656849
0.7,10,5.3050314592356
0.06,1,2.80596898845303
0.06,2,4.46490318291584
0.06,3,4.60084498690761
0.06,4,5.720902651895
0.06,5,5.73606861487562
0.06,6,5.66160898344278
0.06,7,6.01703846778156
0.06,8,7.1818145017741
0.06,9,7.60772147383508
0.06,10,6.62138690013657
0.7,1,4.68766475800157
0.7,2,5.38707602045346
0.7,3,4.52596538873512
0.7,4,4.27008593431979
0.7,5,3.7553574204419
0.7,6,4.57458880656249
0.7,7,3.86638822320201
0.7,8,4.6735774465019
0.7,9,4.81729271857012
0.7,10,5.04685080990229
0.06,1,4.21992915956958
0.06,2,4.21604600371902
0.06,3,5.2961263744688
0.06,4,5.38558064920237
0.06,5,4.87326928999957
0.06,6,6.70158416531083
0.06,7,6.45612404243804
0.06,8,7.17724132077857
0.06,9,6.5171277638092
0.06,10,7.83298513435841
0.7,1,4.9356974051873
0.7,2,5.01977663333262
0.7,3,4.47832321819764
0.7,4,3.78359471944476
0.7,5,5.0872496894116
0.7,6,5.40703549145626
0.7,7,5.29783848614598
0.7,8,4.14228139706894
0.7,9,4.39694853350472
0.7,10,4.35005037591347
0.06,1,3.90621846430912
0.06,2,3.87815604430463
0.06,3,4.4374887249338
0.06,4,5.98354751543478
0.06,5,5.45175782541347
0.06,6,6.46111189022446
0.06,7,5.95095492161208
0.06,8,6.83455368772607
0.06,9,7.04656078155306
0.06,10,7.50503660369145
0.7,1,4.22723057863078
0.7,2,4.75425663406896
0.7,3,4.42133348615251
0.7,4,5.19405976840067
0.7,5,3.82346763070873
0.7,6,4.00249422897037
0.7,7,5.58863186606228
0.7,8,4.7115139511154
0.7,9,4.73906618435603
0.7,10,4.66760561182397
0.06,1,3.77981819130423
0.06,2,3.72038542591903
0.06,3,4.90490083428743
0.06,4,4.43542804276419
0.06,5,5.27098652579259
0.06,6,4.79955539340889
0.06,7,6.9118004524545
0.06,8,7.6565387169156
0.06,9,8.00422752871655
0.06,10,7.80026451588782
0.7,1,5.06317287244406
0.7,2,4.75243571206207
0.7,3,5.16111103282933
0.7,4,4.7851358177699
0.7,5,5.00043745069767
0.7,6,4.43483284215178
0.7,7,4.48234081303657
0.7,8,4.21808855361692
0.7,9,4.34049824472184
0.7,10,4.37784820229627
0.06,1,3.33318798080296
0.06,2,3.9485916339619
0.06,3,4.20246420881977
0.06,4,4.89603340145632
0.06,5,5.27360305610574
0.06,6,6.04687317467451
0.06,7,5.168037149567
0.06,8,6.22653858344275
0.06,9,7.53306836272844
0.06,10,8.02538692824807
0.7,1,5.913748045245
0.7,2,5.184847703643
0.7,3,4.54219488978295
0.7,4,5.00997486077419
0.7,5,3.65901880363905
0.7,6,3.78128605664522
0.7,7,4.20950153848328
0.7,8,3.51300976206123
0.7,9,4.5440962465094
0.7,10,4.54678933603162
0.06,1,3.85095089849221
0.06,2,3.67808175848633
0.06,3,5.03962584755607
0.06,4,5.35792310975982
0.06,5,6.91060996296079
0.06,6,5.49363896029911
0.06,7,7.27287816005576
0.06,8,6.37798080038449
0.06,9,7.6623970173757
0.06,10,8.73339813320414
0.7,1,5.11542008980725
0.7,2,5.52626254890092
0.7,3,4.76739073746672
0.7,4,5.04963203220443
0.7,5,5.3377237919353
0.7,6,4.7686649757564
0.7,7,4.59239855202885
0.7,8,3.82567979882538
0.7,9,4.94531959155059
0.7,10,4.5275985721242
0.06,1,3.22562773035844
0.06,2,3.81643613218256
0.06,3,4.62650535637512
0.06,4,4.18596949990004
0.06,5,4.64888426452746
0.06,6,4.7644232061071
0.06,7,6.40961607970781
0.06,8,7.00033753908869
0.06,9,7.79785012120471
0.06,10,8.01347662115971
0.7,1,5.24348989918009
0.7,2,4.85899706733657
0.7,3,4.94563477751933
0.7,4,4.29553047436478
0.7,5,5.26739144259467
0.7,6,4.09511195807566
0.7,7,5.11116723889282
0.7,8,4.61115331912701
0.7,9,4.52191183247763
0.7,10,4.35757331342439
0.06,1,3.27915675734242
0.06,2,4.65323447988864
0.06,3,3.19911895367947
0.06,4,4.90059258242796
0.06,5,4.96608641311296
0.06,6,5.19084219293831
0.06,7,5.78554347654474
0.06,8,7.10222238526334
0.06,9,8.14133561917711
0.06,10,7.73960997975699
0.7,1,5.02000036270238
0.7,2,5.31845717731812
0.7,3,5.21327857819251
0.7,4,5.11266973858472
0.7,5,4.11191628163691
0.7,6,4.35000515246512
0.7,7,4.0875657253948
0.7,8,4.23121834200055
0.7,9,4.85466830324193
0.7,10,3.9129523017819
0.06,1,3.26397794683242
0.06,2,2.09636334248633
0.06,3,3.99614684276545
0.06,4,4.5253384832968
0.06,5,5.65531951415839
0.06,6,5.11536072247141
0.06,7,6.32460293859247
0.06,8,6.78213247984575
0.06,9,6.85669907333119
0.06,10,7.51278677077868
0.7,1,5.2783851588933
0.7,2,5.18446841709641
0.7,3,4.52140122157713
0.7,4,5.23050594462564
0.7,5,5.29935957447441
0.7,6,4.23276982760861
0.7,7,3.80029752597606
0.7,8,3.53573799357107
0.7,9,4.22630734572014
0.7,10,4.58400648440493
0.06,1,3.88143398387234
0.06,2,4.26014149015726
0.06,3,4.13819266043031
0.06,4,4.53884728465423
0.06,5,5.31205312902912
0.06,6,5.95545221654294
0.06,7,6.81767226963954
0.06,8,7.68076045296026
0.06,9,7.3955185488088
0.06,10,7.14305065431786
0.7,1,5.65346124553942
0.7,2,4.61951443787164
0.7,3,5.25164113483482
0.7,4,4.10023833745818
0.7,5,4.90223263285397
0.7,6,5.96554355067907
0.7,7,4.38362563094393
0.7,8,5.08344738091091
0.7,9,3.76010515135987
0.7,10,3.79101122456795
0.06,1,2.40088454897625
0.06,2,4.2757555519717
0.06,3,3.42091146732073
0.06,4,4.70576682117904
0.06,5,4.84294802088382
0.06,6,5.97119250628462
0.06,7,6.18847102524633
0.06,8,6.70893921315493
0.06,9,7.4305546927281
0.06,10,7.71740003150965
0.7,1,5.36943525515807
0.7,2,4.6699441618942
0.7,3,5.93546729197549
0.7,4,4.29636593931968
0.7,5,6.13769589742761
0.7,6,4.01727652447439
0.7,7,5.1576359187231
0.7,8,4.52782458494204
0.7,9,4.70492231052081
0.7,10,5.01491777755136
0.06,1,3.45329570095776
0.06,2,3.55088028616058
0.06,3,2.8661247460512
0.06,4,5.09654137715513
0.06,5,4.99928144642977
0.06,6,5.27668315205882
0.06,7,5.92845993862195
0.06,8,7.31049534233092
0.06,9,7.92116979701696
0.06,10,7.70279580574912
0.7,1,5.02502052794496
0.7,2,5.38287343349815
0.7,3,5.76897678879496
0.7,4,5.47283750546207
0.7,5,4.24594778178304
0.7,6,3.95200280782067
0.7,7,4.78586578820063
0.7,8,4.72491941215223
0.7,9,4.26692877651002
0.7,10,4.68535724145964
0.06,1,2.80130249565769
0.06,2,4.19678296976084
0.06,3,3.7542788187893
0.06,4,4.32522278067636
0.06,5,6.19167188342295
0.06,6,6.55746262370448
0.06,7,6.73856672080789
0.06,8,6.67522929839857
0.06,9,7.23035195860996
0.06,10,8.1572865540904
0.7,1,4.77380487586793
0.7,2,4.74026262420295
0.7,3,3.67604498197276
0.7,4,5.86197781025042
0.7,5,4.43949821423329
0.7,6,4.81020988240009
0.7,7,5.94368255872607
0.7,8,4.35043144243707
0.7,9,4.63323992456079
0.7,10,4.67821553297587
0.06,1,3.4791024916846
0.06,2,4.33228595245792
0.06,3,4.83720005946348
0.06,4,3.52363715426684
0.06,5,3.20485249859475
0.06,6,5.27310039531526
0.06,7,6.87422379440018
0.06,8,7.2549147973958
0.06,9,6.51137019294911
0.06,10,7.32038012657368
0.7,1,5.57803744870133
0.7,2,4.59100097358488
0.7,3,4.28279313171869
0.7,4,4.80493478672863
0.7,5,4.58137643095625
0.7,6,5.28444972352598
0.7,7,4.55988973382425
0.7,8,5.37265655026855
0.7,9,4.40784994363715
0.7,10,4.50620154538762
0.06,1,3.34533993050001
0.06,2,3.74790145957898
0.06,3,3.50184744528139
0.06,4,4.53397859380871
0.06,5,5.41788871669827
0.06,6,4.68770985031121
0.06,7,7.72052394850471
0.06,8,6.42008247614955
0.06,9,7.32488577177126
0.06,10,7.52420129015529
0.7,1,5.05509891378312
0.7,2,4.5407922533443
0.7,3,5.08312742272721
0.7,4,4.78433371632519
0.7,5,5.45017103303513
0.7,6,5.15582494005093
0.7,7,3.77734507696946
0.7,8,3.96258794580407
0.7,9,4.3649664792363
0.7,10,3.88583109989299
0.06,1,3.51604710907792
0.06,2,2.83063307377796
0.06,3,3.38381859065095
0.06,4,4.36573245140678
0.06,5,4.90773097400425
0.06,6,5.94263851654741
0.06,7,5.79345003088958
0.06,8,5.60682178890059
0.06,9,7.10397627941794
0.06,10,7.06809364270851
0.7,1,5.60891630915316
0.7,2,5.04949223731821
0.7,3,4.13023989924998
0.7,4,4.06385661784024
0.7,5,4.86384446261199
0.7,6,5.25935851025982
0.7,7,3.59544082401925
0.7,8,3.70856538586025
0.7,9,4.54150380748328
0.7,10,4.30426293667224
0.06,1,1.58949350831907
0.06,2,2.88115881957395
0.06,3,3.64772051086087
0.06,4,3.52917765253011
0.06,5,4.69126388506277
0.06,6,6.22294316539216
0.06,7,6.12719704172993
0.06,8,6.54716612552449
0.06,9,7.68544261392813
0.06,10,8.42853003840845
0.7,1,6.50588049207864
0.7,2,5.74408222535563
0.7,3,4.19812587947295
0.7,4,5.0599509056394
0.7,5,5.20158370167221
0.7,6,4.81310038341056
0.7,7,4.65724689758353
0.7,8,4.36846410465241
0.7,9,5.06780820237157
0.7,10,3.76226541628223
0.06,1,2.68679348206365
0.06,2,3.40309543928534
0.06,3,3.63097321787455
0.06,4,4.43817502343886
0.06,5,6.11267408968226
0.06,6,5.5252992414071
0.06,7,7.23575618226509
0.06,8,6.07933994045556
0.06,9,7.59039453568106
0.06,10,7.64367406234512
0.7,1,5.64944627567369
0.7,2,5.40917068798703
0.7,3,4.1772258562589
0.7,4,5.10007144735584
0.7,5,4.00733065780038
0.7,6,4.08626396109713
0.7,7,5.00668739847131
0.7,8,4.35219520895247
0.7,9,4.19413730085593
0.7,10,4.76586503184244
0.06,1,2.00153743947451
0.06,2,4.40907589559995
0.06,3,4.48469910951898
0.06,4,3.78816558149851
0.06,5,5.75396675218676
0.06,6,6.24032690546397
0.06,7,5.38871336978853
0.06,8,6.48582049542844
0.06,9,7.8979048751576
0.06,10,7.6133717489131
0.7,1,4.50619670710123
0.7,2,6.41620479189577
0.7,3,4.27617262551407
0.7,4,5.68707675579238
0.7,5,4.89777318001623
0.7,6,4.9398927853106
0.7,7,3.88184108877018
0.7,8,4.40359469889956
0.7,9,4.29131435733707
0.7,10,4.26412292644167
0.06,1,2.97145358846809
0.06,2,3.35564557344601
0.06,3,5.32134844578951
0.06,4,4.0643831654975
0.06,5,5.21121627794647
0.06,6,6.46117843135178
0.06,7,6.75538063808527
0.06,8,6.87215428408378
0.06,9,6.52901610702883
0.06,10,7.70859309554836
0.7,1,5.95910739207085
0.7,2,5.53341616457544
0.7,3,5.2060545131473
0.7,4,5.1586409350253
0.7,5,5.07060904832267
0.7,6,5.83604310277647
0.7,7,4.22233840607382
0.7,8,4.30433269939123
0.7,9,4.32206870504133
0.7,10,4.20257753056508
0.06,1,3.9587546262895
0.06,2,2.81265672967713
0.06,3,3.9368844539198
0.06,4,3.57965045988659
0.06,5,4.15774299212378
0.06,6,5.69554490565921
0.06,7,6.37800331230013
0.06,8,6.6714662792336
0.06,9,8.42427068153004
0.06,10,8.58557143649661
0.7,1,5.54012608877527
0.7,2,5.06672181766011
0.7,3,4.23456351298881
0.7,4,4.88698939007445
0.7,5,5.31323747908329
0.7,6,4.1810153456612
0.7,7,5.3183857992185
0.7,8,4.2795283833132
0.7,9,4.16127054816818
0.7,10,3.96023566429739
0.06,1,2.49918358303713
0.06,2,3.60180489368444
0.06,3,4.82984330356334
0.06,4,5.51781136521127
0.06,5,5.46045263705196
0.06,6,5.75405339801561
0.06,7,5.56852908169814
0.06,8,6.56693766469145
0.06,9,7.050428545403
0.06,10,7.75323365717317
0.7,1,4.5180019227078
0.7,2,3.76025261621532
0.7,3,5.03658097557608
0.7,4,6.08348732951874
0.7,5,4.29719918989205
0.7,6,4.29755735580965
0.7,7,4.02608886796925
0.7,8,5.93400462648402
0.7,9,4.23727366785244
0.7,10,3.98660934435333
0.06,1,3.64165393489326
0.06,2,3.62779634601494
0.06,3,3.19274196649215
0.06,4,4.68824702344787
0.06,5,5.13929753487043
0.06,6,4.78850921476309
0.06,7,6.70590204209084
0.06,8,6.3932361606838
0.06,9,6.43297564492512
0.06,10,8.345077964971
0.7,1,5.12740267097024
0.7,2,4.12033464210215
0.7,3,4.16471624466124
0.7,4,4.86292959511066
0.7,5,4.78237131923997
0.7,6,4.40116257447295
0.7,7,4.81461736271146
0.7,8,3.47129353874119
0.7,9,4.52883122464451
0.7,10,5.16953314585073
0.06,1,3.67040354666865
0.06,2,4.66324851425402
0.06,3,3.43673469014713
0.06,4,5.69870954433415
0.06,5,4.73875936808564
0.06,6,6.22328045043892
0.06,7,6.76942984391014
0.06,8,6.89518089388285
0.06,9,6.97127615537664
0.06,10,7.37746514507301
0.7,1,5.17548569652275
0.7,2,4.11619428258068
0.7,3,4.05496879604061
0.7,4,4.8812779528809
0.7,5,4.88013732895336
0.7,6,4.98069147809612
0.7,7,4.90232208851327
0.7,8,5.57049246839739
0.7,9,4.26700205329522
0.7,10,5.26731237077828
0.06,1,3.8400584217301
0.06,2,3.76574479142339
0.06,3,4.4157718578152
0.06,4,5.6134552553944
0.06,5,5.0099044806007
0.06,6,5.09977360832287
0.06,7,6.27040251209216
0.06,8,7.1978363314635
0.06,9,7.51426336434853
0.06,10,7.10648579683795
0.7,1,4.98319593540774
0.7,2,3.5594835678331
0.7,3,4.87292665121352
0.7,4,4.77619971501389
0.7,5,4.82989787390394
0.7,6,4.22769779746728
0.7,7,5.28329713781988
0.7,8,4.33344013033974
0.7,9,4.58958857049853
0.7,10,4.78750180566617
0.06,1,2.57498040031352
0.06,2,2.90076676324609
0.06,3,3.84028812339128
0.06,4,4.09444110487987
0.06,5,5.17739940310448
0.06,6,5.27652845631119
0.06,7,6.28993932262975
0.06,8,7.69913887568809
0.06,9,7.48377029787308
0.06,10,7.52564057328944
0.7,1,6.03592898133161
0.7,2,5.66731879941463
0.7,3,5.0593901473529
0.7,4,4.55866418521122
0.7,5,5.5096002270012
0.7,6,4.51196179352239
0.7,7,4.25642967577037
0.7,8,5.07628401367301
0.7,9,3.53026226062228
0.7,10,4.3801898563257
0.06,1,3.15628212900761
0.06,2,4.02085929979231
0.06,3,4.25391275891574
0.06,4,5.33210253441393
0.06,5,4.9982526548547
0.06,6,5.47246066591889
0.06,7,6.74483963525481
0.06,8,6.15709268055087
0.06,9,7.04159748703651
0.06,10,7.81229046164693
0.7,1,4.84205540439363
0.7,2,5.22055472608183
0.7,3,5.29355493127692
0.7,4,4.74229809998499
0.7,5,4.80841946594369
0.7,6,6.01764463892808
0.7,7,5.29569345141923
0.7,8,3.77120116844129
0.7,9,4.22062670854019
0.7,10,4.16122526149513
0.06,1,2.98755376890652
0.06,2,2.21257170699775
0.06,3,3.78243349737676
0.06,4,5.08186023172053
0.06,5,3.92787827622994
0.06,6,5.21470623549443
0.06,7,5.45034819503589
0.06,8,7.09307069959031
0.06,9,8.3127656604656
0.06,10,8.03753953450667
0.7,1,5.44603970281328
0.7,2,5.20071090605102
0.7,3,5.18930660738596
0.7,4,4.69013532520115
0.7,5,5.42759125868855
0.7,6,4.07159599202962
0.7,7,4.5926103070409
0.7,8,4.28850287081792
0.7,9,4.54504660620209
0.7,10,4.57588337353681
0.06,1,1.9149017083328
0.06,2,4.33002176885987
0.06,3,3.07367143573562
0.06,4,4.51968648146989
0.06,5,4.58695192830012
0.06,6,6.26485877969381
0.06,7,6.4894816205653
0.06,8,7.45987590364833
0.06,9,7.03950848491479
0.06,10,8.53238825179699
0.7,1,5.26287041302642
0.7,2,4.89136252635888
0.7,3,5.84162866509797
0.7,4,4.97896702739298
0.7,5,4.13653016270677
0.7,6,5.27565901461862
0.7,7,5.14444319871829
0.7,8,4.01429255424347
0.7,9,4.23288259277887
0.7,10,4.76342444820009
0.06,1,1.75297825128577
0.06,2,2.58754508494113
0.06,3,4.08478923884973
0.06,4,4.70015249290419
0.06,5,5.10902404823808
0.06,6,5.98529108593243
0.06,7,6.08885363647056
0.06,8,6.81796169702368
0.06,9,7.73432382023061
0.06,10,7.99020903625495
0.7,1,5.25249138617617
0.7,2,5.90308943306025
0.7,3,5.47592536274082
0.7,4,5.09706419552591
0.7,5,4.92210578353344
0.7,6,5.86951255853863
0.7,7,5.83101552259999
0.7,8,4.77021229822517
0.7,9,3.65185641275124
0.7,10,4.6083968360287
0.06,1,3.77075167361111
0.06,2,3.47834070162611
0.06,3,4.72607046608902
0.06,4,5.33901944538166
0.06,5,5.13847537115103
0.06,6,5.84134784349572
0.06,7,7.24702005168774
0.06,8,6.7105333475439
0.06,9,7.65517882045134
0.06,10,9.16607466115712
0.7,1,5.7545945488026
0.7,2,4.98902045631514
0.7,3,5.43347002494934
0.7,4,5.03911046455377
0.7,5,5.05770089696605
0.7,6,5.01422404113238
0.7,7,4.7856355009683
0.7,8,5.22419827021458
0.7,9,4.23617971347918
0.7,10,4.92176223572615
0.06,1,2.89442081772572
0.06,2,4.29785732901644
0.06,3,4.03386105261721
0.06,4,5.83401692061368
0.06,5,5.3412713892912
0.06,6,4.58807539703958
0.06,7,6.02243294604087
0.06,8,6.10836044593434
0.06,9,7.19960019751012
0.06,10,8.95399519779745
0.7,1,5.18116169764179
0.7,2,4.87242039611856
0.7,3,5.0363098117867
0.7,4,5.19921957921291
0.7,5,4.91253274979327
0.7,6,4.76873970564464
0.7,7,4.67075472355983
0.7,8,3.61737692715292
0.7,9,3.56820257467424
0.7,10,3.11472246485193
0.06,1,2.74948282802995
0.06,2,3.71156948698633
0.06,3,5.10430826038911
0.06,4,4.75568695797727
0.06,5,5.92562087826504
0.06,6,4.83565619834983
0.06,7,7.85909061609643
0.06,8,6.56904344584933
0.06,9,5.82021761130887
0.06,10,7.54527726043823
0.7,1,5.76211097687616
0.7,2,4.99753529566525
0.7,3,6.56289923734765
0.7,4,4.99347098379877
0.7,5,5.00753010601732
0.7,6,5.4174722493653
0.7,7,5.85770030943144
0.7,8,4.57410894686897
0.7,9,4.46381715013124
0.7,10,5.09792467571692
0.06,1,2.27400079116051
0.06,2,3.71981712720901
0.06,3,4.03721829938143
0.06,4,4.17359847881301
0.06,5,5.29864896033643
0.06,6,5.31264453491664
0.06,7,6.50537859050983
0.06,8,6.63888153163729
0.06,9,7.57372615343027
0.06,10,6.83386792676326
0.7,1,5.25083079950172
0.7,2,5.92960597962076
0.7,3,5.66055518344986
0.7,4,5.49288779214661
0.7,5,4.61648301142188
0.7,6,4.50306907399598
0.7,7,3.94769011674023
0.7,8,4.77448664487968
0.7,9,4.39401837445725
0.7,10,4.42980643198517
0.06,1,3.31953561279095
0.06,2,2.55069864904807
0.06,3,4.02962981289131
0.06,4,3.91216516319363
0.06,5,5.26342984985
0.06,6,4.98097375739389
0.06,7,6.34429771612345
0.06,8,7.69569274069873
0.06,9,6.9584124655406
0.06,10,7.49189738507156
0.7,1,4.49788096863471
0.7,2,5.50869614184572
0.7,3,5.20508783143973
0.7,4,4.91900158915838
0.7,5,5.11456444476299
0.7,6,4.43447367678264
0.7,7,3.8512929941388
0.7,8,5.20554128140369
0.7,9,4.20660241261322
0.7,10,4.0013521327719
0.06,1,3.20355182579537
0.06,2,3.26243544181357
0.06,3,4.68982231075992
0.06,4,4.25079193823786
0.06,5,6.16313275853613
0.06,6,6.51639083631886
0.06,7,5.88773512331581
0.06,8,7.77818845464459
0.06,9,7.72460390509379
0.06,10,9.20087443443371
0.7,1,5.92704177023117
0.7,2,5.93656556399238
0.7,3,4.9658537201836
0.7,4,5.35832983524887
0.7,5,3.83264677750857
0.7,6,5.1871031542515
0.7,7,5.28299038236169
0.7,8,4.68588030375681
0.7,9,4.39877776589785
0.7,10,5.03150864159763
0.06,1,2.18176396050126
0.06,2,3.43429597201276
0.06,3,3.20061170454554
0.06,4,4.06523922050135
0.06,5,5.64523879890919
0.06,6,5.28540735204737
0.06,7,6.22301451701825
0.06,8,7.38467513578034
0.06,9,7.08080714514966
0.06,10,7.3935662293195
0.7,1,6.63119217940902
0.7,2,4.75792308846311
0.7,3,4.12635595892818
0.7,4,4.98023829303465
0.7,5,4.36724045541802
0.7,6,4.49117468006262
0.7,7,4.49288025788366
0.7,8,3.41581664183204
0.7,9,4.44583552297629
0.7,10,4.42494859842909
0.06,1,2.23734270067226
0.06,2,2.9070703972377
0.06,3,4.02920165092061
0.06,4,4.36723711979685
0.06,5,6.15911648246803
0.06,6,6.27159792394312
0.06,7,6.01336966548081
0.06,8,6.4341893559765
0.06,9,7.35672909911547
0.06,10,7.5085984378815
0.7,1,5.81956367949916
0.7,2,5.17620151350661
0.7,3,4.13693244223013
0.7,4,4.81885915635055
0.7,5,4.91666662861897
0.7,6,4.27658193997926
0.7,7,4.82472053235165
0.7,8,4.69161848364391
0.7,9,3.12824904317141
0.7,10,4.27265626852877
0.06,1,3.32038095471524
0.06,2,3.0703995177048
0.06,3,3.804573463928
0.06,4,4.55754974207347
0.06,5,5.04432957077228
0.06,6,5.29374429118895
0.06,7,7.25053670528424
0.06,8,6.99404147537053
0.06,9,7.79777947372708
0.06,10,7.37305705923994
0.7,1,5.56572997875254
0.7,2,5.24656720208433
0.7,3,5.01990282607574
0.7,4,5.01936783611297
0.7,5,4.76290802038942
0.7,6,4.840897769903
0.7,7,4.45066720188895
0.7,8,4.83681953909543
0.7,9,4.96431055334461
0.7,10,5.4579592180509
0.06,1,2.6372386511401
0.06,2,3.57237140199696
0.06,3,4.32789708834127
0.06,4,4.68050105366453
0.06,5,4.67841300222439
0.06,6,6.7805687955154
0.06,7,5.63653777002805
0.06,8,7.38300626031295
0.06,9,6.794196913632
0.06,10,8.06133888195313
0.7,1,5.4000935817093
0.7,2,4.51588873098198
0.7,3,4.21607106744518
0.7,4,5.58667863939402
0.7,5,4.51033655128847
0.7,6,4.78114564568465
0.7,7,4.52407259750683
0.7,8,5.23279107369345
0.7,9,5.55793643696834
0.7,10,3.55322488567469
0.06,1,3.43992163573639
0.06,2,4.39996557925281
0.06,3,3.46313317904069
0.06,4,4.13098489123667
0.06,5,4.24659098193215
0.06,6,5.61722349032117
0.06,7,5.72991849370459
0.06,8,6.18088935966493
0.06,9,6.84659871283372
0.06,10,7.8076499564657
0.7,1,5.62618716573647
0.7,2,5.56137196305363
0.7,3,4.38806628126977
0.7,4,6.07954860099294
0.7,5,6.0041002172472
0.7,6,4.49758317038959
0.7,7,5.30894261653285
0.7,8,5.03274811839076
0.7,9,4.30549768148167
0.7,10,5.26100564949626
0.06,1,3.59843121354516
0.06,2,2.83673084451967
0.06,3,3.90668951844936
0.06,4,3.75740702783453
